Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Cádiz,Levante,1-1,https://www.besoccer.com/match/cadiz/levante/202220741,2022,3,primera_division,20,13,1,1,1,10,2,0,2,0,2,2,1.8,0,2,0,2,2,7,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
Alavés,Real Madrid,1-4,https://www.besoccer.com/match/alaves/real-madrid/202220737,2022,3,primera_division,20,13,2,1,4,18,0,0,0,2,2,8,0.0,0,0,2,2,8,5,6,2,0,0,8,2,5.4,2,0,0,8,2,0.0,5.4,,
Osasuna,Espanyol,0-0,https://www.besoccer.com/match/osasuna/espanyol/202220742,2022,3,primera_division,20,13,1,0,0,13,2,0,2,0,0,0,1.8,0,2,0,0,0,9,2,0,2,0,0,0,1.8,0,2,0,0,0,1.8,1.8,,
Celta,Atlético,1-2,https://www.besoccer.com/match/celta/atletico-madrid/202220739,2022,3,primera_division,20,13,2,1,2,20,0,0,0,2,2,4,0.0,0,0,2,2,4,4,6,2,0,0,4,2,5.4,2,0,0,4,2,0.0,5.4,,
Barcelona,R. Sociedad,4-2,https://www.besoccer.com/match/barcelona/real-sociedad/202220738,2022,3,primera_division,20,13,0,4,2,2,6,2,0,0,8,4,5.4,2,0,0,8,4,17,0,0,0,2,4,8,0.0,0,0,2,4,8,5.4,0.0,,
Sevilla,Rayo Vallecano,3-0,https://www.besoccer.com/match/sevilla/rayo-vallecano/202220743,2022,3,primera_division,20,13,0,3,0,1,6,2,0,0,6,0,5.4,2,0,0,6,0,16,0,0,0,2,0,6,0.0,0,0,2,0,6,5.4,0.0,,
Villarreal,Granada,0-0,https://www.besoccer.com/match/villarreal/granada/202220745,2022,3,primera_division,20,13,1,0,0,12,2,0,2,0,0,0,1.8,0,2,0,0,0,6,2,0,2,0,0,0,1.8,0,2,0,0,0,1.8,1.8,,
Elche,Athletic,0-0,https://www.besoccer.com/match/elche/athletic-bilbao/202220746,2022,3,primera_division,20,13,1,0,0,11,2,0,2,0,0,0,1.8,0,2,0,0,0,8,2,0,2,0,0,0,1.8,0,2,0,0,0,1.8,1.8,,
Valencia,Getafe,1-0,https://www.besoccer.com/match/valencia-cf/getafe/202220744,2022,4,primera_division,20,13,0,1,0,3,9,3,0,0,3,0,7.2,3,0,0,3,0,19,0,0,0,3,0,3,0.0,0,0,3,0,3,7.2,0.0,,
Mallorca,Real Betis,1-1,https://www.besoccer.com/match/mallorca/betis/202220740,2022,4,primera_division,20,13,1,1,1,7,3,0,3,0,3,3,2.4,0,3,0,3,3,6,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Cádiz,Levante,1-1,https://www.besoccer.com/match/cadiz/levante/202220741,2022,4,primera_division,20,13,1,1,1,11,3,0,3,0,3,3,2.4,0,3,0,3,3,14,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Alavés,Real Madrid,1-4,https://www.besoccer.com/match/alaves/real-madrid/202220737,2022,4,primera_division,20,13,2,1,4,18,0,0,0,3,3,12,0.0,0,0,3,3,12,5,9,3,0,0,12,3,7.2,3,0,0,12,3,0.0,7.2,,
Osasuna,Espanyol,0-0,https://www.besoccer.com/match/osasuna/espanyol/202220742,2022,4,primera_division,20,13,1,0,0,8,3,0,3,0,0,0,2.4,0,3,0,0,0,12,3,0,3,0,0,0,2.4,0,3,0,0,0,2.4,2.4,,
Celta,Atlético,1-2,https://www.besoccer.com/match/celta/atletico-madrid/202220739,2022,4,primera_division,20,13,2,1,2,20,0,0,0,3,3,6,0.0,0,0,3,3,6,4,9,3,0,0,6,3,7.2,3,0,0,6,3,0.0,7.2,,
Barcelona,R. Sociedad,4-2,https://www.besoccer.com/match/barcelona/real-sociedad/202220738,2022,4,primera_division,20,13,0,4,2,2,9,3,0,0,12,6,7.2,3,0,0,12,6,17,0,0,0,3,6,12,0.0,0,0,3,6,12,7.2,0.0,,
Sevilla,Rayo Vallecano,3-0,https://www.besoccer.com/match/sevilla/rayo-vallecano/202220743,2022,4,primera_division,20,13,0,3,0,1,9,3,0,0,9,0,7.2,3,0,0,9,0,16,0,0,0,3,0,9,0.0,0,0,3,0,9,7.2,0.0,,
Villarreal,Granada,0-0,https://www.besoccer.com/match/villarreal/granada/202220745,2022,4,primera_division,20,13,1,0,0,9,3,0,3,0,0,0,2.4,0,3,0,0,0,15,3,0,3,0,0,0,2.4,0,3,0,0,0,2.4,2.4,,
Elche,Athletic,0-0,https://www.besoccer.com/match/elche/athletic-bilbao/202220746,2022,4,primera_division,20,13,1,0,0,10,3,0,3,0,0,0,2.4,0,3,0,0,0,13,3,0,3,0,0,0,2.4,0,3,0,0,0,2.4,2.4,,
Valencia,Getafe,1-0,https://www.besoccer.com/match/valencia-cf/getafe/202220744,2022,5,primera_division,20,13,0,1,0,3,12,4,0,0,4,0,8.4,4,0,0,4,0,19,0,0,0,4,0,4,0.0,0,0,4,0,4,8.4,0.0,,
Mallorca,Real Betis,1-1,https://www.besoccer.com/match/mallorca/betis/202220740,2022,5,primera_division,20,13,1,1,1,14,4,0,4,0,4,4,2.8,0,4,0,4,4,15,4,0,4,0,4,4,2.8,0,4,0,4,4,2.8,2.8,,
Cádiz,Levante,1-1,https://www.besoccer.com/match/cadiz/levante/202220741,2022,5,primera_division,20,13,1,1,1,10,4,0,4,0,4,4,2.8,0,4,0,4,4,7,4,0,4,0,4,4,2.8,0,4,0,4,4,2.8,2.8,,
Alavés,Real Madrid,1-4,https://www.besoccer.com/match/alaves/real-madrid/202220737,2022,5,primera_division,20,13,2,1,4,18,0,0,0,4,4,16,0.0,0,0,4,4,16,5,12,4,0,0,16,4,8.4,4,0,0,16,4,0.0,8.4,,
Osasuna,Espanyol,0-0,https://www.besoccer.com/match/osasuna/espanyol/202220742,2022,5,primera_division,20,13,1,0,0,13,4,0,4,0,0,0,2.8,0,4,0,0,0,9,4,0,4,0,0,0,2.8,0,4,0,0,0,2.8,2.8,,
Celta,Atlético,1-2,https://www.besoccer.com/match/celta/atletico-madrid/202220739,2022,5,primera_division,20,13,2,1,2,20,0,0,0,4,4,8,0.0,0,0,4,4,8,4,12,4,0,0,8,4,8.4,4,0,0,8,4,0.0,8.4,,
Barcelona,R. Sociedad,4-2,https://www.besoccer.com/match/barcelona/real-sociedad/202220738,2022,5,primera_division,20,13,0,4,2,2,12,4,0,0,16,8,8.4,4,0,0,16,8,17,0,0,0,4,8,16,0.0,0,0,4,8,16,8.4,0.0,,
Sevilla,Rayo Vallecano,3-0,https://www.besoccer.com/match/sevilla/rayo-vallecano/202220743,2022,5,primera_division,20,13,0,3,0,1,12,4,0,0,12,0,8.4,4,0,0,12,0,16,0,0,0,4,0,12,0.0,0,0,4,0,12,8.4,0.0,,
