Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Moreirense,Benfica,1-2,https://www.besoccer.com/match/moreirense-fc/benfica/202235048,2022,9,primeira_liga,18,11,2,1,2,10,0,0,0,8,8,16,0.0,0,0,8,8,16,4,24,8,0,0,16,8,9.0,8,0,0,16,8,0.0,9.0,,
Marítimo,Sporting Braga,0-2,https://www.besoccer.com/match/maritimo/sporting-braga/202235051,2022,9,primeira_liga,18,11,2,0,2,15,0,0,0,8,0,16,0.0,0,0,8,0,16,2,24,8,0,0,16,0,9.0,8,0,0,16,0,0.0,9.0,,
Vitória Guimarães,Portimonense,0-1,https://www.besoccer.com/match/vitoria-guimaraes/portimonense/202235047,2022,9,primeira_liga,18,11,2,0,1,14,0,0,0,8,0,8,0.0,0,0,8,0,8,7,24,8,0,0,8,0,9.0,8,0,0,8,0,0.0,9.0,,
Tondela,CD Santa Clara,3-0,https://www.besoccer.com/match/tondela/santa-clara/202235050,2022,9,primeira_liga,18,11,0,3,0,8,24,8,0,0,24,0,9.0,8,0,0,24,0,13,0,0,0,8,0,24,0.0,0,0,8,0,24,9.0,0.0,,
Porto,Belenenses SAD,2-0,https://www.besoccer.com/match/fc-porto/cf-os-belenenses-ii/202235045,2022,9,primeira_liga,18,11,0,2,0,9,24,8,0,0,16,0,9.0,8,0,0,16,0,11,0,0,0,8,0,16,0.0,0,0,8,0,16,9.0,0.0,,
Paços de Ferreira,Famalicão,2-0,https://www.besoccer.com/match/pacos-ferreira/famalicao/202235046,2022,9,primeira_liga,18,11,0,2,0,5,24,8,0,0,16,0,9.0,8,0,0,16,0,17,0,0,0,8,0,16,0.0,0,0,8,0,16,9.0,0.0,,
Gil Vicente,Boavista,3-0,https://www.besoccer.com/match/gil-vicente/boavista/202235049,2022,9,primeira_liga,18,11,0,3,0,3,24,8,0,0,24,0,9.0,8,0,0,24,0,16,0,0,0,8,0,24,0.0,0,0,8,0,24,9.0,0.0,,
Sporting CP,Vizela,3-0,https://www.besoccer.com/match/sporting-lisbon/vizela/202235044,2022,10,primeira_liga,18,11,0,3,0,5,27,9,0,0,27,0,9.0,9,0,0,27,0,16,0,0,0,9,0,27,0.0,0,0,9,0,27,9.0,0.0,,
Arouca,Estoril,0-2,https://www.besoccer.com/match/arouca/estoril/202235052,2022,10,primeira_liga,18,11,2,0,2,18,0,0,0,9,0,18,0.0,0,0,9,0,18,1,27,9,0,0,18,0,9.0,9,0,0,18,0,0.0,9.0,,
Moreirense,Benfica,1-2,https://www.besoccer.com/match/moreirense-fc/benfica/202235048,2022,10,primeira_liga,18,11,2,1,2,14,0,0,0,9,9,18,0.0,0,0,9,9,18,3,27,9,0,0,18,9,9.0,9,0,0,18,9,0.0,9.0,,
Marítimo,Sporting Braga,0-2,https://www.besoccer.com/match/maritimo/sporting-braga/202235051,2022,10,primeira_liga,18,11,2,0,2,13,0,0,0,9,0,18,0.0,0,0,9,0,18,9,27,9,0,0,18,0,9.0,9,0,0,18,0,0.0,9.0,,
Vitória Guimarães,Portimonense,0-1,https://www.besoccer.com/match/vitoria-guimaraes/portimonense/202235047,2022,10,primeira_liga,18,11,2,0,1,10,0,0,0,9,0,9,0.0,0,0,9,0,9,6,27,9,0,0,9,0,9.0,9,0,0,9,0,0.0,9.0,,
Tondela,CD Santa Clara,3-0,https://www.besoccer.com/match/tondela/santa-clara/202235050,2022,10,primeira_liga,18,11,0,3,0,7,27,9,0,0,27,0,9.0,9,0,0,27,0,15,0,0,0,9,0,27,0.0,0,0,9,0,27,9.0,0.0,,
Porto,Belenenses SAD,2-0,https://www.besoccer.com/match/fc-porto/cf-os-belenenses-ii/202235045,2022,10,primeira_liga,18,11,0,2,0,8,27,9,0,0,18,0,9.0,9,0,0,18,0,17,0,0,0,9,0,18,0.0,0,0,9,0,18,9.0,0.0,,
Paços de Ferreira,Famalicão,2-0,https://www.besoccer.com/match/pacos-ferreira/famalicao/202235046,2022,10,primeira_liga,18,11,0,2,0,4,27,9,0,0,18,0,9.0,9,0,0,18,0,11,0,0,0,9,0,18,0.0,0,0,9,0,18,9.0,0.0,,
Gil Vicente,Boavista,3-0,https://www.besoccer.com/match/gil-vicente/boavista/202235049,2022,10,primeira_liga,18,11,0,3,0,2,27,9,0,0,27,0,9.0,9,0,0,27,0,12,0,0,0,9,0,27,0.0,0,0,9,0,27,9.0,0.0,,
Sporting CP,Vizela,3-0,https://www.besoccer.com/match/sporting-lisbon/vizela/202235044,2022,11,primeira_liga,18,11,0,3,0,4,30,10,0,0,30,0,9.0,10,0,0,30,0,12,0,0,0,10,0,30,0.0,0,0,10,0,30,9.0,0.0,,
Arouca,Estoril,0-2,https://www.besoccer.com/match/arouca/estoril/202235052,2022,11,primeira_liga,18,11,2,0,2,18,0,0,0,10,0,20,0.0,0,0,10,0,20,1,30,10,0,0,20,0,9.0,10,0,0,20,0,0.0,9.0,,
Moreirense,Benfica,1-2,https://www.besoccer.com/match/moreirense-fc/benfica/202235048,2022,11,primeira_liga,18,11,2,1,2,10,0,0,0,10,10,20,0.0,0,0,10,10,20,2,30,10,0,0,20,10,9.0,10,0,0,20,10,0.0,9.0,,
