Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,3,2_liga,18,13,1,0,0,10,2,0,2,0,0,0,1.8,0,2,0,0,0,9,2,0,2,0,0,0,1.8,0,2,0,0,0,1.8,1.8,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,3,2_liga,18,13,0,3,0,1,6,2,0,0,6,0,5.4,2,0,0,6,0,15,0,0,0,2,0,6,0.0,0,0,2,0,6,5.4,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,3,2_liga,18,13,2,1,3,14,0,0,0,2,2,6,0.0,0,0,2,2,6,3,6,2,0,0,6,2,5.4,2,0,0,6,2,0.0,5.4,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,3,2_liga,18,13,1,1,1,11,2,0,2,0,2,2,1.8,0,2,0,2,2,7,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,3,2_liga,18,13,0,3,0,5,6,2,0,0,6,0,5.4,2,0,0,6,0,13,0,0,0,2,0,6,0.0,0,0,2,0,6,5.4,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,3,2_liga,18,13,1,0,0,8,2,0,2,0,0,0,1.8,0,2,0,0,0,12,2,0,2,0,0,0,1.8,0,2,0,0,0,1.8,1.8,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,3,2_liga,18,13,2,0,2,16,0,0,0,2,0,4,0.0,0,0,2,0,4,2,6,2,0,0,4,0,5.4,2,0,0,4,0,0.0,5.4,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,4,2_liga,18,13,2,1,3,18,0,0,0,3,3,9,0.0,0,0,3,3,9,6,9,3,0,0,9,3,7.2,3,0,0,9,3,0.0,7.2,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,4,2_liga,18,13,2,0,2,17,0,0,0,3,0,6,0.0,0,0,3,0,6,4,9,3,0,0,6,0,7.2,3,0,0,6,0,0.0,7.2,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,4,2_liga,18,13,1,0,0,9,3,0,3,0,0,0,2.4,0,3,0,0,0,10,3,0,3,0,0,0,2.4,0,3,0,0,0,2.4,2.4,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,4,2_liga,18,13,0,3,0,1,9,3,0,0,9,0,7.2,3,0,0,9,0,15,0,0,0,3,0,9,0.0,0,0,3,0,9,7.2,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,4,2_liga,18,13,2,1,3,14,0,0,0,3,3,9,0.0,0,0,3,3,9,3,9,3,0,0,9,3,7.2,3,0,0,9,3,0.0,7.2,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,4,2_liga,18,13,1,1,1,8,3,0,3,0,3,3,2.4,0,3,0,3,3,12,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,4,2_liga,18,13,0,3,0,5,9,3,0,0,9,0,7.2,3,0,0,9,0,13,0,0,0,3,0,9,0.0,0,0,3,0,9,7.2,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,4,2_liga,18,13,1,0,0,11,3,0,3,0,0,0,2.4,0,3,0,0,0,7,3,0,3,0,0,0,2.4,0,3,0,0,0,2.4,2.4,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,4,2_liga,18,13,2,0,2,16,0,0,0,3,0,6,0.0,0,0,3,0,6,2,9,3,0,0,6,0,7.2,3,0,0,6,0,0.0,7.2,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,5,2_liga,18,13,2,1,3,18,0,0,0,4,4,12,0.0,0,0,4,4,12,6,12,4,0,0,12,4,8.4,4,0,0,12,4,0.0,8.4,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,5,2_liga,18,13,2,0,2,17,0,0,0,4,0,8,0.0,0,0,4,0,8,4,12,4,0,0,8,0,8.4,4,0,0,8,0,0.0,8.4,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,5,2_liga,18,13,1,0,0,10,4,0,4,0,0,0,2.8,0,4,0,0,0,9,4,0,4,0,0,0,2.8,0,4,0,0,0,2.8,2.8,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,5,2_liga,18,13,0,3,0,1,12,4,0,0,12,0,8.4,4,0,0,12,0,15,0,0,0,4,0,12,0.0,0,0,4,0,12,8.4,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,5,2_liga,18,13,2,1,3,14,0,0,0,4,4,12,0.0,0,0,4,4,12,3,12,4,0,0,12,4,8.4,4,0,0,12,4,0.0,8.4,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,5,2_liga,18,13,1,1,1,11,4,0,4,0,4,4,2.8,0,4,0,4,4,7,4,0,4,0,4,4,2.8,0,4,0,4,4,2.8,2.8,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,5,2_liga,18,13,0,3,0,5,12,4,0,0,12,0,8.4,4,0,0,12,0,13,0,0,0,4,0,12,0.0,0,0,4,0,12,8.4,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,5,2_liga,18,13,1,0,0,8,4,0,4,0,0,0,2.8,0,4,0,0,0,12,4,0,4,0,0,0,2.8,0,4,0,0,0,2.8,2.8,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,5,2_liga,18,13,2,0,2,16,0,0,0,4,0,8,0.0,0,0,4,0,8,2,12,4,0,0,8,0,8.4,4,0,0,8,0,0.0,8.4,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,6,2_liga,18,13,2,1,3,18,0,0,0,5,5,15,0.0,0,0,5,5,15,6,15,5,0,0,15,5,9.0,5,0,0,15,5,0.0,9.0,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,6,2_liga,18,13,2,0,2,17,0,0,0,5,0,10,0.0,0,0,5,0,10,4,15,5,0,0,10,0,9.0,5,0,0,10,0,0.0,9.0,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,6,2_liga,18,13,1,0,0,9,5,0,5,0,0,0,3.0,0,5,0,0,0,10,5,0,5,0,0,0,3.0,0,5,0,0,0,3.0,3.0,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,6,2_liga,18,13,0,3,0,1,15,5,0,0,15,0,9.0,5,0,0,15,0,15,0,0,0,5,0,15,0.0,0,0,5,0,15,9.0,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,6,2_liga,18,13,2,1,3,14,0,0,0,5,5,15,0.0,0,0,5,5,15,3,15,5,0,0,15,5,9.0,5,0,0,15,5,0.0,9.0,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,6,2_liga,18,13,1,1,1,8,5,0,5,0,5,5,3.0,0,5,0,5,5,12,5,0,5,0,5,5,3.0,0,5,0,5,5,3.0,3.0,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,6,2_liga,18,13,0,3,0,5,15,5,0,0,15,0,9.0,5,0,0,15,0,13,0,0,0,5,0,15,0.0,0,0,5,0,15,9.0,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,6,2_liga,18,13,1,0,0,11,5,0,5,0,0,0,3.0,0,5,0,0,0,7,5,0,5,0,0,0,3.0,0,5,0,0,0,3.0,3.0,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,6,2_liga,18,13,2,0,2,16,0,0,0,5,0,10,0.0,0,0,5,0,10,2,15,5,0,0,10,0,9.0,5,0,0,10,0,0.0,9.0,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,7,2_liga,18,13,2,1,3,18,0,0,0,6,6,18,0.0,0,0,6,6,18,6,18,6,0,0,18,6,9.0,6,0,0,18,6,0.0,9.0,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,7,2_liga,18,13,2,0,2,17,0,0,0,6,0,12,0.0,0,0,6,0,12,4,18,6,0,0,12,0,9.0,6,0,0,12,0,0.0,9.0,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,7,2_liga,18,13,1,0,0,10,6,0,6,0,0,0,3.0,0,6,0,0,0,9,6,0,6,0,0,0,3.0,0,6,0,0,0,3.0,3.0,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,7,2_liga,18,13,0,3,0,1,18,6,0,0,18,0,9.0,6,0,0,18,0,15,0,0,0,6,0,18,0.0,0,0,6,0,18,9.0,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,7,2_liga,18,13,2,1,3,14,0,0,0,6,6,18,0.0,0,0,6,6,18,3,18,6,0,0,18,6,9.0,6,0,0,18,6,0.0,9.0,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,7,2_liga,18,13,1,1,1,11,6,0,6,0,6,6,3.0,0,6,0,6,6,7,6,0,6,0,6,6,3.0,0,6,0,6,6,3.0,3.0,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,7,2_liga,18,13,0,3,0,5,18,6,0,0,18,0,9.0,6,0,0,18,0,13,0,0,0,6,0,18,0.0,0,0,6,0,18,9.0,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,7,2_liga,18,13,1,0,0,8,6,0,6,0,0,0,3.0,0,6,0,0,0,12,6,0,6,0,0,0,3.0,0,6,0,0,0,3.0,3.0,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,7,2_liga,18,13,2,0,2,16,0,0,0,6,0,12,0.0,0,0,6,0,12,2,18,6,0,0,12,0,9.0,6,0,0,12,0,0.0,9.0,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,8,2_liga,18,13,2,1,3,18,0,0,0,7,7,21,0.0,0,0,7,7,21,6,21,7,0,0,21,7,9.0,7,0,0,21,7,0.0,9.0,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,8,2_liga,18,13,2,0,2,17,0,0,0,7,0,14,0.0,0,0,7,0,14,4,21,7,0,0,14,0,9.0,7,0,0,14,0,0.0,9.0,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,8,2_liga,18,13,1,0,0,9,7,0,7,0,0,0,3.0,0,7,0,0,0,10,7,0,7,0,0,0,3.0,0,7,0,0,0,3.0,3.0,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,8,2_liga,18,13,0,3,0,1,21,7,0,0,21,0,9.0,7,0,0,21,0,15,0,0,0,7,0,21,0.0,0,0,7,0,21,9.0,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,8,2_liga,18,13,2,1,3,14,0,0,0,7,7,21,0.0,0,0,7,7,21,3,21,7,0,0,21,7,9.0,7,0,0,21,7,0.0,9.0,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,8,2_liga,18,13,1,1,1,8,7,0,7,0,7,7,3.0,0,7,0,7,7,12,7,0,7,0,7,7,3.0,0,7,0,7,7,3.0,3.0,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,8,2_liga,18,13,0,3,0,5,21,7,0,0,21,0,9.0,7,0,0,21,0,13,0,0,0,7,0,21,0.0,0,0,7,0,21,9.0,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,8,2_liga,18,13,1,0,0,11,7,0,7,0,0,0,3.0,0,7,0,0,0,7,7,0,7,0,0,0,3.0,0,7,0,0,0,3.0,3.0,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,8,2_liga,18,13,2,0,2,16,0,0,0,7,0,14,0.0,0,0,7,0,14,2,21,7,0,0,14,0,9.0,7,0,0,14,0,0.0,9.0,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,9,2_liga,18,13,2,1,3,18,0,0,0,8,8,24,0.0,0,0,8,8,24,6,24,8,0,0,24,8,9.0,8,0,0,24,8,0.0,9.0,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,9,2_liga,18,13,2,0,2,17,0,0,0,8,0,16,0.0,0,0,8,0,16,4,24,8,0,0,16,0,9.0,8,0,0,16,0,0.0,9.0,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,9,2_liga,18,13,1,0,0,10,8,0,8,0,0,0,3.0,0,8,0,0,0,9,8,0,8,0,0,0,3.0,0,8,0,0,0,3.0,3.0,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,9,2_liga,18,13,0,3,0,1,24,8,0,0,24,0,9.0,8,0,0,24,0,15,0,0,0,8,0,24,0.0,0,0,8,0,24,9.0,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,9,2_liga,18,13,2,1,3,14,0,0,0,8,8,24,0.0,0,0,8,8,24,3,24,8,0,0,24,8,9.0,8,0,0,24,8,0.0,9.0,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,9,2_liga,18,13,1,1,1,11,8,0,8,0,8,8,3.0,0,8,0,8,8,7,8,0,8,0,8,8,3.0,0,8,0,8,8,3.0,3.0,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,9,2_liga,18,13,0,3,0,5,24,8,0,0,24,0,9.0,8,0,0,24,0,13,0,0,0,8,0,24,0.0,0,0,8,0,24,9.0,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,9,2_liga,18,13,1,0,0,8,8,0,8,0,0,0,3.0,0,8,0,0,0,12,8,0,8,0,0,0,3.0,0,8,0,0,0,3.0,3.0,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,9,2_liga,18,13,2,0,2,16,0,0,0,8,0,16,0.0,0,0,8,0,16,2,24,8,0,0,16,0,9.0,8,0,0,16,0,0.0,9.0,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,10,2_liga,18,13,2,1,3,18,0,0,0,9,9,27,0.0,0,0,9,9,27,6,27,9,0,0,27,9,9.0,9,0,0,27,9,0.0,9.0,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,10,2_liga,18,13,2,0,2,17,0,0,0,9,0,18,0.0,0,0,9,0,18,4,27,9,0,0,18,0,9.0,9,0,0,18,0,0.0,9.0,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,10,2_liga,18,13,1,0,0,9,9,0,9,0,0,0,3.0,0,9,0,0,0,10,9,0,9,0,0,0,3.0,0,9,0,0,0,3.0,3.0,,
Dynamo Dresden,Ingolstadt 04,3-0,https://www.besoccer.com/match/sg-dynamo-dresden/fc-ingolstadt-04/202216080,2022,10,2_liga,18,13,0,3,0,1,27,9,0,0,27,0,9.0,9,0,0,27,0,15,0,0,0,9,0,27,0.0,0,0,9,0,27,9.0,0.0,,
Hansa Rostock,Karlsruher SC,1-3,https://www.besoccer.com/match/hansa-rostock/karlsruher-sc/202216083,2022,10,2_liga,18,13,2,1,3,14,0,0,0,9,9,27,0.0,0,0,9,9,27,3,27,9,0,0,27,9,9.0,9,0,0,27,9,0.0,9.0,,
Werder Bremen,Hannover 96,1-1,https://www.besoccer.com/match/werder-bremen/hannover-96/202216063,2022,10,2_liga,18,13,1,1,1,8,9,0,9,0,9,9,3.0,0,9,0,9,9,12,9,0,9,0,9,9,3.0,0,9,0,9,9,3.0,3.0,,
FC St. Pauli,Holstein Kiel,3-0,https://www.besoccer.com/match/st-pauli/holstein-kiel/202216072,2022,10,2_liga,18,13,0,3,0,5,27,9,0,0,27,0,9.0,9,0,0,27,0,13,0,0,0,9,0,27,0.0,0,0,9,0,27,9.0,0.0,,
Nürnberg,Erzgebirge Aue,0-0,https://www.besoccer.com/match/fc-nurnberg/fc-erzgebirge-aue/202216073,2022,10,2_liga,18,13,1,0,0,11,9,0,9,0,0,0,3.0,0,9,0,0,0,7,9,0,9,0,0,0,3.0,0,9,0,0,0,3.0,3.0,,
Sandhausen,Fortuna Düsseldorf,0-2,https://www.besoccer.com/match/sv-sandhausen/fortuna-dusseldorf/202216077,2022,10,2_liga,18,13,2,0,2,16,0,0,0,9,0,18,0.0,0,0,9,0,18,2,27,9,0,0,18,0,9.0,9,0,0,18,0,0.0,9.0,,
Schalke 04,Hamburger SV,1-3,https://www.besoccer.com/match/schalke-04/hamburger-sv/202216059,2022,11,2_liga,18,13,2,1,3,18,0,0,0,10,10,30,0.0,0,0,10,10,30,6,30,10,0,0,30,10,9.0,10,0,0,30,10,0.0,9.0,,
Darmstadt 98,Jahn Regensburg,0-2,https://www.besoccer.com/match/darmstadt-98/ssv-jahn-regensburg/202216067,2022,11,2_liga,18,13,2,0,2,17,0,0,0,10,0,20,0.0,0,0,10,0,20,4,30,10,0,0,20,0,9.0,10,0,0,20,0,0.0,9.0,,
Heidenheim,Paderborn,0-0,https://www.besoccer.com/match/heidenheim/paderborn/202216070,2022,11,2_liga,18,13,1,0,0,10,10,0,10,0,0,0,3.0,0,10,0,0,0,9,10,0,10,0,0,0,3.0,0,10,0,0,0,3.0,3.0,,
