Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,7,serie_b,20,12,1,2,2,8,6,0,6,0,12,12,3.0,0,6,0,12,12,11,6,0,6,0,12,12,3.0,0,6,0,12,12,3.0,3.0,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,7,serie_b,20,12,0,1,0,4,18,6,0,0,6,0,9.0,6,0,0,6,0,20,0,0,0,6,0,6,0.0,0,0,6,0,6,9.0,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,7,serie_b,20,12,0,4,3,2,18,6,0,0,24,18,9.0,6,0,0,24,18,16,0,0,0,6,18,24,0.0,0,0,6,18,24,9.0,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,7,serie_b,20,12,0,3,0,7,18,6,0,0,18,0,9.0,6,0,0,18,0,15,0,0,0,6,0,18,0.0,0,0,6,0,18,9.0,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,7,serie_b,20,12,0,1,0,1,18,6,0,0,6,0,9.0,6,0,0,6,0,19,0,0,0,6,0,6,0.0,0,0,6,0,6,9.0,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,8,serie_b,20,12,1,2,2,8,7,0,7,0,14,14,3.0,0,7,0,14,14,12,7,0,7,0,14,14,3.0,0,7,0,14,14,3.0,3.0,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,8,serie_b,20,12,2,0,1,14,0,0,0,7,0,7,0.0,0,0,7,0,7,5,21,7,0,0,7,0,9.0,7,0,0,7,0,0.0,9.0,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,8,serie_b,20,12,0,1,0,3,21,7,0,0,7,0,9.0,7,0,0,7,0,18,0,0,0,7,0,7,0.0,0,0,7,0,7,9.0,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,8,serie_b,20,12,1,0,0,9,7,0,7,0,0,0,3.0,0,7,0,0,0,11,7,0,7,0,0,0,3.0,0,7,0,0,0,3.0,3.0,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,8,serie_b,20,12,2,0,2,17,0,0,0,7,0,14,0.0,0,0,7,0,14,6,21,7,0,0,14,0,9.0,7,0,0,14,0,0.0,9.0,,
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,8,serie_b,20,12,1,2,2,13,7,0,7,0,14,14,3.0,0,7,0,14,14,10,7,0,7,0,14,14,3.0,0,7,0,14,14,3.0,3.0,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,8,serie_b,20,12,0,1,0,4,21,7,0,0,7,0,9.0,7,0,0,7,0,20,0,0,0,7,0,7,0.0,0,0,7,0,7,9.0,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,8,serie_b,20,12,0,4,3,2,21,7,0,0,28,21,9.0,7,0,0,28,21,16,0,0,0,7,21,28,0.0,0,0,7,21,28,9.0,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,8,serie_b,20,12,0,3,0,7,21,7,0,0,21,0,9.0,7,0,0,21,0,15,0,0,0,7,0,21,0.0,0,0,7,0,21,9.0,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,8,serie_b,20,12,0,1,0,1,21,7,0,0,7,0,9.0,7,0,0,7,0,19,0,0,0,7,0,7,0.0,0,0,7,0,7,9.0,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,9,serie_b,20,12,1,2,2,13,8,0,8,0,16,16,3.0,0,8,0,16,16,9,8,0,8,0,16,16,3.0,0,8,0,16,16,3.0,3.0,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,9,serie_b,20,12,2,0,1,14,0,0,0,8,0,8,0.0,0,0,8,0,8,5,24,8,0,0,8,0,9.0,8,0,0,8,0,0.0,9.0,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,9,serie_b,20,12,0,1,0,3,24,8,0,0,8,0,9.0,8,0,0,8,0,18,0,0,0,8,0,8,0.0,0,0,8,0,8,9.0,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,9,serie_b,20,12,1,0,0,12,8,0,8,0,0,0,3.0,0,8,0,0,0,10,8,0,8,0,0,0,3.0,0,8,0,0,0,3.0,3.0,,
Ternana Calcio,Brescia,0-2,https://www.besoccer.com/match/ternana-calcio/brescia/202295856,2022,9,serie_b,20,12,2,0,2,17,0,0,0,8,0,16,0.0,0,0,8,0,16,6,24,8,0,0,16,0,9.0,8,0,0,16,0,0.0,9.0,,
Crotone,Como,2-2,https://www.besoccer.com/match/fc-crotone/como/202295849,2022,9,serie_b,20,12,1,2,2,8,8,0,8,0,16,16,3.0,0,8,0,16,16,11,8,0,8,0,16,16,3.0,0,8,0,16,16,3.0,3.0,,
Pisa,SPAL,1-0,https://www.besoccer.com/match/pisa-calcio/spal-1907/202295850,2022,9,serie_b,20,12,0,1,0,4,24,8,0,0,8,0,9.0,8,0,0,8,0,20,0,0,0,8,0,8,0.0,0,0,8,0,8,9.0,0.0,,
Benevento,US Alessandria,4-3,https://www.besoccer.com/match/benevento-calcio/us-alessandria-1912/202295852,2022,9,serie_b,20,12,0,4,3,2,24,8,0,0,32,24,9.0,8,0,0,32,24,16,0,0,0,8,24,32,0.0,0,0,8,24,32,9.0,0.0,,
Cremonese,Lecce,3-0,https://www.besoccer.com/match/us-cremonese/lecce/202295853,2022,9,serie_b,20,12,0,3,0,7,24,8,0,0,24,0,9.0,8,0,0,24,0,15,0,0,0,8,0,24,0.0,0,0,8,0,24,9.0,0.0,,
Ascoli,Nuova Cosenza,1-0,https://www.besoccer.com/match/ascoli/nuova-cosenza/2022148660,2022,9,serie_b,20,12,0,1,0,1,24,8,0,0,8,0,9.0,8,0,0,8,0,19,0,0,0,8,0,8,0.0,0,0,8,0,8,9.0,0.0,,
Frosinone,Parma,2-2,https://www.besoccer.com/match/frosinone-calcio/parma-fc/202295854,2022,10,serie_b,20,12,1,2,2,8,9,0,9,0,18,18,3.0,0,9,0,18,18,12,9,0,9,0,18,18,3.0,0,9,0,18,18,3.0,3.0,,
Pordenone,Perugia,0-1,https://www.besoccer.com/match/pordenone/perugia/202295855,2022,10,serie_b,20,12,2,0,1,14,0,0,0,9,0,9,0.0,0,0,9,0,9,5,27,9,0,0,9,0,9.0,9,0,0,9,0,0.0,9.0,,
Cittadella,Vicenza ,1-0,https://www.besoccer.com/match/as-cittadella/vicenza-calcio/202295848,2022,10,serie_b,20,12,0,1,0,3,27,9,0,0,9,0,9.0,9,0,0,9,0,18,0,0,0,9,0,9,0.0,0,0,9,0,9,9.0,0.0,,
Reggina,AC Monza,0-0,https://www.besoccer.com/match/reggina/ac-monza-brianza-1912/202295851,2022,10,serie_b,20,12,1,0,0,9,9,0,9,0,0,0,3.0,0,9,0,0,0,11,9,0,9,0,0,0,3.0,0,9,0,0,0,3.0,3.0,,
