Home_Team,Away_Team,Result,Link,Season,Round,League,Number_Teams,Total_Rounds,Label,Goals_For_Home,Goals_For_Away,Position_Home,Points_Home,Total_Wins_Home,Total_Draw_Home,Total_Lose_Home,Total_Goals_For_Home_Team,Total_Goals_Against_Home_Team,Total_Streak_Home,Wins_When_Home,Draw_When_Home,Lose_When_Home,Goals_For_When_Home,Goals_Against_When_Home,Position_Away,Points_Away,Total_Wins_Away,Total_Draw_Away,Total_Lose_Away,Total_Goals_For_Away_Team,Total_Goals_Against_Away_Team,Total_Streak_Away,Wins_When_Away,Draw_When_Away,Lose_When_Away,Goals_For_When_Away,Goals_Against_When_Away,Streak_When_Home,Streak_When_Away,Elo_Home,Elo_Away
Stoke City,Reading,3-2,https://www.besoccer.com/match/stoke-city/reading-fc/202212872,2022,2,championship,24,17,0,3,2,6,3,1,0,0,3,2,3.0,1,0,0,3,2,23,0,0,0,1,2,3,0.0,0,0,1,2,3,3.0,0.0,,
Sheffield United,Birmingham City,0-1,https://www.besoccer.com/match/sheffield-united/birmingham-city-fc/202212871,2022,2,championship,24,17,2,0,1,22,0,0,0,1,0,1,0.0,0,0,1,0,1,5,3,1,0,0,1,0,3.0,1,0,0,1,0,0.0,3.0,,
Fulham,Middlesbrough,1-1,https://www.besoccer.com/match/fulham/middlesbrough-fc/202212867,2022,2,championship,24,17,1,1,1,16,1,0,1,0,1,1,1.0,0,1,0,1,1,11,1,0,1,0,1,1,1.0,0,1,0,1,1,1.0,1.0,,
Coventry City,Nottingham Forest,2-1,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/202212865,2022,2,championship,24,17,0,2,1,1,3,1,0,0,2,1,3.0,1,0,0,2,1,20,0,0,0,1,1,2,0.0,0,0,1,1,2,3.0,0.0,,
AFC Bournemouth,West Bromwich Albion,2-2,https://www.besoccer.com/match/afc-bournemouth/west-bromwich/202212861,2022,3,championship,24,17,1,2,2,12,2,0,2,0,4,4,1.8,0,2,0,4,4,10,2,0,2,0,4,4,1.8,0,2,0,4,4,1.8,1.8,,
Blackburn Rovers,Swansea City,2-1,https://www.besoccer.com/match/blackburn-rovers-fc/swansea-city-afc/202212862,2022,3,championship,24,17,0,2,1,3,6,2,0,0,4,2,5.4,2,0,0,4,2,21,0,0,0,2,2,4,0.0,0,0,2,2,4,5.4,0.0,,
Bristol City,Blackpool,1-1,https://www.besoccer.com/match/bristol-city-fc/blackpool-fc/202212863,2022,3,championship,24,17,1,1,1,18,2,0,2,0,2,2,1.8,0,2,0,2,2,13,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
Cardiff City,Barnsley,1-1,https://www.besoccer.com/match/cardiff-city-fc/barnsley-fc/202212864,2022,3,championship,24,17,1,1,1,15,2,0,2,0,2,2,1.8,0,2,0,2,2,8,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
Derby County,Huddersfield Town,1-1,https://www.besoccer.com/match/derby-county-fc/huddersfield-town-fc/202212866,2022,3,championship,24,17,1,1,1,17,2,0,2,0,2,2,1.8,0,2,0,2,2,7,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
Luton Town,Peterborough United,3-0,https://www.besoccer.com/match/luton-town-fc/peterborough-u/202212868,2022,3,championship,24,17,0,3,0,4,6,2,0,0,6,0,5.4,2,0,0,6,0,24,0,0,0,2,0,6,0.0,0,0,2,0,6,5.4,0.0,,
Preston North End,Hull City,1-4,https://www.besoccer.com/match/preston-north-end/hull-city/202212869,2022,3,championship,24,17,2,1,4,19,0,0,0,2,2,8,0.0,0,0,2,2,8,2,6,2,0,0,8,2,5.4,2,0,0,8,2,0.0,5.4,,
Queens Park Rangers,Millwall,1-1,https://www.besoccer.com/match/queens-park-rangers-fc/millwall-fc/202212870,2022,3,championship,24,17,1,1,1,11,2,0,2,0,2,2,1.8,0,2,0,2,2,16,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
Stoke City,Reading,3-2,https://www.besoccer.com/match/stoke-city/reading-fc/202212872,2022,3,championship,24,17,0,3,2,6,6,2,0,0,6,4,5.4,2,0,0,6,4,23,0,0,0,2,4,6,0.0,0,0,2,4,6,5.4,0.0,,
Sheffield United,Birmingham City,0-1,https://www.besoccer.com/match/sheffield-united/birmingham-city-fc/202212871,2022,3,championship,24,17,2,0,1,22,0,0,0,2,0,2,0.0,0,0,2,0,2,5,6,2,0,0,2,0,5.4,2,0,0,2,0,0.0,5.4,,
Fulham,Middlesbrough,1-1,https://www.besoccer.com/match/fulham/middlesbrough-fc/202212867,2022,3,championship,24,17,1,1,1,9,2,0,2,0,2,2,1.8,0,2,0,2,2,14,2,0,2,0,2,2,1.8,0,2,0,2,2,1.8,1.8,,
Coventry City,Nottingham Forest,2-1,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/202212865,2022,3,championship,24,17,0,2,1,1,6,2,0,0,4,2,5.4,2,0,0,4,2,20,0,0,0,2,2,4,0.0,0,0,2,2,4,5.4,0.0,,
AFC Bournemouth,West Bromwich Albion,2-2,https://www.besoccer.com/match/afc-bournemouth/west-bromwich/202212861,2022,4,championship,24,17,1,2,2,13,3,0,3,0,6,6,2.4,0,3,0,6,6,15,3,0,3,0,6,6,2.4,0,3,0,6,6,2.4,2.4,,
Blackburn Rovers,Swansea City,2-1,https://www.besoccer.com/match/blackburn-rovers-fc/swansea-city-afc/202212862,2022,4,championship,24,17,0,2,1,3,9,3,0,0,6,3,7.2,3,0,0,6,3,21,0,0,0,3,3,6,0.0,0,0,3,3,6,7.2,0.0,,
Bristol City,Blackpool,1-1,https://www.besoccer.com/match/bristol-city-fc/blackpool-fc/202212863,2022,4,championship,24,17,1,1,1,7,3,0,3,0,3,3,2.4,0,3,0,3,3,12,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Cardiff City,Barnsley,1-1,https://www.besoccer.com/match/cardiff-city-fc/barnsley-fc/202212864,2022,4,championship,24,17,1,1,1,10,3,0,3,0,3,3,2.4,0,3,0,3,3,17,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Derby County,Huddersfield Town,1-1,https://www.besoccer.com/match/derby-county-fc/huddersfield-town-fc/202212866,2022,4,championship,24,17,1,1,1,8,3,0,3,0,3,3,2.4,0,3,0,3,3,18,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Luton Town,Peterborough United,3-0,https://www.besoccer.com/match/luton-town-fc/peterborough-u/202212868,2022,4,championship,24,17,0,3,0,4,9,3,0,0,9,0,7.2,3,0,0,9,0,24,0,0,0,3,0,9,0.0,0,0,3,0,9,7.2,0.0,,
Preston North End,Hull City,1-4,https://www.besoccer.com/match/preston-north-end/hull-city/202212869,2022,4,championship,24,17,2,1,4,19,0,0,0,3,3,12,0.0,0,0,3,3,12,2,9,3,0,0,12,3,7.2,3,0,0,12,3,0.0,7.2,,
Queens Park Rangers,Millwall,1-1,https://www.besoccer.com/match/queens-park-rangers-fc/millwall-fc/202212870,2022,4,championship,24,17,1,1,1,14,3,0,3,0,3,3,2.4,0,3,0,3,3,9,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Stoke City,Reading,3-2,https://www.besoccer.com/match/stoke-city/reading-fc/202212872,2022,4,championship,24,17,0,3,2,6,9,3,0,0,9,6,7.2,3,0,0,9,6,23,0,0,0,3,6,9,0.0,0,0,3,6,9,7.2,0.0,,
Sheffield United,Birmingham City,0-1,https://www.besoccer.com/match/sheffield-united/birmingham-city-fc/202212871,2022,4,championship,24,17,2,0,1,22,0,0,0,3,0,3,0.0,0,0,3,0,3,5,9,3,0,0,3,0,7.2,3,0,0,3,0,0.0,7.2,,
Fulham,Middlesbrough,1-1,https://www.besoccer.com/match/fulham/middlesbrough-fc/202212867,2022,4,championship,24,17,1,1,1,16,3,0,3,0,3,3,2.4,0,3,0,3,3,11,3,0,3,0,3,3,2.4,0,3,0,3,3,2.4,2.4,,
Coventry City,Nottingham Forest,2-1,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/202212865,2022,4,championship,24,17,0,2,1,1,9,3,0,0,6,3,7.2,3,0,0,6,3,20,0,0,0,3,3,6,0.0,0,0,3,3,6,7.2,0.0,,
AFC Bournemouth,West Bromwich Albion,2-2,https://www.besoccer.com/match/afc-bournemouth/west-bromwich/202212861,2022,5,championship,24,17,1,2,2,12,4,0,4,0,8,8,2.8,0,4,0,8,8,10,4,0,4,0,8,8,2.8,0,4,0,8,8,2.8,2.8,,
Blackburn Rovers,Swansea City,2-1,https://www.besoccer.com/match/blackburn-rovers-fc/swansea-city-afc/202212862,2022,5,championship,24,17,0,2,1,3,12,4,0,0,8,4,8.4,4,0,0,8,4,21,0,0,0,4,4,8,0.0,0,0,4,4,8,8.4,0.0,,
Bristol City,Blackpool,1-1,https://www.besoccer.com/match/bristol-city-fc/blackpool-fc/202212863,2022,5,championship,24,17,1,1,1,18,4,0,4,0,4,4,2.8,0,4,0,4,4,13,4,0,4,0,4,4,2.8,0,4,0,4,4,2.8,2.8,,
Cardiff City,Barnsley,1-1,https://www.besoccer.com/match/cardiff-city-fc/barnsley-fc/202212864,2022,5,championship,24,17,1,1,1,15,4,0,4,0,4,4,2.8,0,4,0,4,4,8,4,0,4,0,4,4,2.8,0,4,0,4,4,2.8,2.8,,
